,RegionID,Bedroom,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
253,23394,1,Abilene,City,TX,TX,Abilene,Taylor County,61381,61265,61492,61266,60438,59086,58369,58240,58414,58183,57603,56800,56509,56598,56314,55315,54685,53995,53485,52480,52227,52160,52419,52583,52178,52017,52050,52819,53294,54010,54528,55581,56398,56889,56955,57103,57211,56730,55759,54972,54801,54901,55453,55301,54920,54469,54768,54969,55786,56537,57708,57935,57780,57309,56613,56126,55765,55574,55386,55154,54497,54139,53709,54060,54021,54457,54498,55180,55727,56775,57105,57270,57194,57073,57451,57846,59029,59891,61135,62027,62661,62422,62062,61886,62169,62535,62540,61965,60964,60114,59327,57928,57009,56461,56813,57494,58768,60184,60748,61093,61614,61727,61438,61411,62160,63556,64600,65378,65429,65158,65281,65900,66677,67887,69389,71123,72086,72574,73034,73620,74522,75735,77301
261,17321,1,Carrollton,City,TX,TX,Dallas-Fort Worth-Arlington,Denton County,64604,64104,63739,63370,63047,62761,62249,61486,60282,59565,59002,58762,58658,58450,58099,57424,56564,55789,55224,55586,56165,56619,56413,55943,55465,55432,55377,55529,55723,56133,56182,55647,55205,55113,55585,55993,56469,56819,57562,58180,59111,59737,61093,62268,63276,63712,63933,64656,65193,65861,66047,66363,66385,66506,65844,65672,65436,65899,66219,66637,67363,68044,68879,69484,69677,70010,70604,71200,71890,72365,73342,73933,74648,75635,76986,78404,80182,81971,84091,86136,88388,90548,92263,94002,95017,95359,95568,96624,98320,99254,100205,100954,102011,102715,103960,105463,106606,107503,108137,108952,109615,111055,111351,111155,109938,110158,110242,110564,110600,111389,112085,112487,112394,112117,112545,113457,114909,115472,115911,115998,116633,116934,117456
269,48293,1,Waco,City,TX,TX,Waco,McLennan County,60724,60513,60539,60127,60254,59933,59976,60232,60640,60813,61106,61710,62306,62575,62654,62905,62794,62841,63069,63143,62272,61102,60243,60176,60082,60229,60622,60860,61707,62181,62577,62230,62148,62424,62011,60944,59799,58815,57459,56442,55283,55167,54896,55809,56887,57421,57713,57905,58325,58535,58660,58203,57550,56586,55611,54100,52489,52046,52137,52570,52552,52606,52591,52736,52357,51781,51343,50873,50439,49154,48258,46987,46175,45509,45579,45789,46221,46421,46930,47869,48932,49827,49998,50406,50773,51379,51539,51795,52362,53325,53886,54030,54185,54684,55775,56795,57610,57690,57756,57902,58377,58526,58138,57561,56690,56517,56187,56366,56611,57588,58191,58689,58524,58923,59931,61283,62953,64099,65353,66316,67465,68479,70094
272,13234,1,Pearland,City,TX,TX,Houston-The Woodlands-Sugar Land,Brazoria County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179278,182104,183817,187521,190825,193941,196281,198237,200921,204048,206998,209880,212889,215334,218101,221182,224271,227744,233072,240344,245263,248853,251261,253985,255386,254865,255519,256943,259787,262422,262909,260394,259663,259752,262212,263655,267294,272426,276311,276962,277684,276109,277409,277412,278807,280157,283068,286184,288466,288850,289835,291670,291911,290248,286357,287573,290293,292928,291271,289854,288346,287662,286764,286143,286221,288104,290392,289473
274,4351,1,Denton,City,TX,TX,Dallas-Fort Worth-Arlington,Denton County,70006,68814,68234,67924,67805,67637,67070,66510,65902,65813,65931,66141,66298,66175,66004,65653,65577,65787,66597,67242,67843,68269,68547,69209,69934,71358,72340,73109,73305,73522,73611,74088,74419,74525,74637,75162,75505,75862,76255,77253,78560,80134,81582,82908,83768,84906,85725,86275,85905,84822,84113,84132,84691,85287,85608,86097,86408,86721,87498,88595,91068,93971,97141,99235,101092,102250,104374,105715,107782,109627,111193,112214,113154,114662,115942,117421,118324,120292,121336,122816,123636,124880,126245,128249,129632,130969,132405,134041,135764,135412,134954,134982,136511,137801,138714,139535,140515,141097,141897,142890,143309,143249,141861,141312,141653,144383,147420,150602,150917,151303,149762,150090,150681,152913,156582,159462,161217,161337,161724,162318,165705,169678,175547
318,37965,1,College Station,City,TX,TX,College Station-Bryan,Brazos County,79405,79936,80192,81234,81361,81485,81861,81950,81993,81281,80588,79946,80468,80321,79928,78838,78814,78948,78913,78722,78731,78750,78766,78877,78961,79244,79035,78991,78482,77886,77694,78174,79005,79944,80337,80333,79861,79414,79417,79917,80292,81197,81287,81189,80365,79860,79905,80168,80511,80846,81371,81885,82319,82768,83470,83922,84310,84509,84994,85645,86320,87215,88044,88673,89332,89442,89999,91307,92938,94426,94791,95347,96096,96635,97425,98169,99450,100541,101389,101588,101984,102549,104001,105028,105945,106619,107140,107585,107680,108263,108853,109923,110941,112054,112642,113090,113592,114200,114589,114980,115412,115959,116326,116554,116303,116010,116092,116187,116311,116171,116347,116338,116369,116265,116331,116387,116800,117188,117419,117819,118218,118858,119436
325,39420,1,Lewisville,City,TX,TX,Dallas-Fort Worth-Arlington,Denton County,109986,109046,108411,109278,109623,110559,110745,111105,110363,109368,108002,106770,105387,104185,102866,101007,99850,98328,96648,93977,92030,90378,89415,88897,89468,90663,91855,92475,93066,93471,94090,95043,96911,99151,101249,103199,104479,105737,106361,107441,107667,108014,108452,109555,110242,110510,110710,110705,110633,110195,110241,110319,111190,112853,115354,118379,120033,121618,122423,123944,125374,126755,128191,130001,131473,132653,133033,133118,133735,134374,135407,135805,136718,137813,138979,139841,141025,142279,143674,144439,145015,145026,145863,147307,149322,150946,152401,152748,153092,153636,154612,155793,157382,160085,161127,161396,159844,159042,158846,160784,163486,165659,166088,166358,167014,168603,169968,171977,173644,175699,176157,176170,175505,175104,175838,176733,177112,176263,176145,175746,176321,176270,177113
349,54121,1,Richardson,City,TX,TX,Dallas-Fort Worth-Arlington,Dallas County,53174,52804,52434,52490,52527,52813,52477,52469,51868,51492,50662,49770,49339,48981,48948,48253,47618,46727,46166,45817,46023,46446,46980,47427,47599,47849,47972,47789,47730,48068,49363,50427,50913,50882,50973,51320,51559,51688,52176,53461,54302,54821,54993,55802,56760,57606,58205,58700,59374,60091,60423,60474,60675,61260,60911,60400,59972,60389,60767,61134,61811,62363,62859,63203,64045,64616,65521,65790,66420,66986,68072,69295,69717,70420,71498,72979,73909,74627,75861,77920,80106,81578,82391,82784,84010,85358,86654,88042,89939,92511,95004,96858,97830,99351,101382,103821,105341,106640,108159,110326,112389,113886,114352,114920,115516,115930,116040,116031,116177,117046,117836,118244,117790,117637,118192,118811,119839,120863,121956,122986,124210,124924,125601
363,27942,1,Wichita Falls,City,TX,TX,Wichita Falls,Wichita County,41581,41295,41104,40974,41119,41411,41679,41823,41532,41334,40955,40695,40090,39609,39269,39232,39024,38506,38029,37759,37857,38085,38451,38898,39414,39574,39140,38178,37202,36481,36077,36000,36186,36410,36458,36497,36671,36891,37306,37948,38804,39721,40011,39811,39424,38814,38581,37961,37340,36950,36890,37175,37140,37068,37315,37909,38237,38651,38553,38768,38808,38826,38683,38092,37767,37603,37546,37292,36885,36588,36592,36440,36559,36607,36642,36695,36438,36030,35438,34855,34656,34191,33855,33670,33481,33391,33419,33759,34078,34223,34421,34691,35131,35602,36050,36104,36083,36032,35837,35407,34966,35070,35327,35665,35787,36317,36904,37750,38194,38509,38430,38472,38551,38495,38291,37981,37698,37132,36491,35809,35432,35103,35044
375,47977,1,The Woodlands,City,TX,TX,Houston-The Woodlands-Sugar Land,Montgomery County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88645,89446,89085,88943,88482,89134,89794,90226,90772,91612,93299,94496,95909,96052,97633,99324,101063,100729,100409,101261,101858,102176,100613,100491,99999,100793,100672,100615,101910,104208,106847,107382,108127,108034,109553,109675,110199,109642,110219,111755,111791,110936,109126,109267,109375,110027,110066,110731,111279,112385,113004,113102,113864,115213
376,12438,1,Longview,City,TX,TX,Longview,Gregg County,47120,47089,47034,47018,46891,46714,46487,46687,46885,47144,47036,46866,46556,46318,46124,45909,45893,45824,45901,45693,45487,45164,45091,45100,45255,45389,45669,45878,46035,46141,46224,46277,46307,46441,46535,46734,46882,47066,47124,47203,47312,47560,47940,48383,48779,48964,49156,49299,49623,49911,50199,50453,50786,51124,51129,51223,51392,51720,51937,52115,52260,52652,53013,53596,53915,54204,54731,55231,55706,56082,56648,57100,57438,57594,58041,58469,59134,59535,59746,59745,59799,60004,60213,61054,61931,62530,62449,62032,61541,61601,61857,62111,62235,62271,62266,61887,61783,62140,62378,62224,61703,61515,62078,63374,64452,65079,65299,64863,63895,63312,63918,65321,66588,67107,66960,66250,65731,65549,65657,66263,67071,67294,66692
398,39386,1,League City,City,TX,TX,Houston-The Woodlands-Sugar Land,Galveston County,60208,60395,60386,59982,59441,58621,57846,56568,55134,53894,53105,52818,52233,51165,50102,50054,50015,50232,50249,51132,52394,53507,54084,54252,54341,54756,55250,56054,57056,58063,59111,60085,61044,61866,62751,62969,63890,64582,65725,65762,66169,66869,67786,68032,67413,66823,66532,67064,67530,68479,69233,70150,70034,69931,69737,70404,71977,74269,76374,78580,80258,81432,81930,82613,84120,84763,85288,85064,84929,84355,83952,83611,83493,83933,85054,86357,87524,89296,91657,93801,95431,96170,96306,95897,95261,94783,94364,94120,94158,94397,94560,94958,95128,96185,98034,100735,103945,106826,109074,110954,112911,114275,114494,113933,114417,114088,114510,114286,115699,116255,116872,116790,116495,116575,117249,118239,118451,118776,117963,117092,114575,112699,110860
410,23862,1,Bryan,City,TX,TX,College Station-Bryan,Brazos County,65786,65835,65813,66367,66311,66612,66638,66281,65609,64967,65016,65059,66131,66674,67099,66875,67650,68376,68676,68443,68409,68591,68221,68048,67351,67444,67225,67567,67156,66707,66233,66422,67043,67539,67965,67970,68285,68513,68894,68984,69034,69363,69971,70876,71226,71430,71301,71403,71229,71005,70896,71163,71741,72258,72428,72450,72616,73564,74606,75654,76135,76719,77038,77301,77146,77034,77120,76691,76350,75504,75541,75513,76244,76610,77524,78018,78915,79305,79319,80000,80663,81740,81948,82290,82799,83057,83206,83347,83744,84268,85729,86684,87514,87338,87545,87956,88034,88984,89435,90257,90387,91044,91444,92062,92954,93925,95249,95413,95494,94906,95119,95393,95666,95656,95467,95262,94960,95078,94947,95577,96399,97367,98027
425,39966,1,New Braunfels,City,TX,TX,San Antonio-New Braunfels,Comal County,164039,163827,164330,164684,164593,165184,167154,169376,170224,169772,168001,165058,162908,160648,159462,157402,158133,158574,159128,159171,160257,163000,164890,167505,167529,167714,167500,170191,170759,172278,172567,174507,175684,174595,174519,173840,176747,178036,179503,179063,179229,179348,178553,176636,173582,172090,169861,168404,166242,166826,167508,168224,168569,167905,168325,168186,169356,170640,172698,174111,175581,176834,178347,178734,178646,178635,179245,181267,184345,186903,188754,190353,190437,189072,187281,187493,188708,190829,192837,195330,196848,197535,197273,197240,197604,199101,200682,203031,205213,207540,209132,209108,207327,207745,209623,213231,215338,216990,217897,218314,218452,218489,218897,218474,218327,218269,218311,220067,221140,222510,223182,224242,226285,227592,228968,231637,235187,237667,239583,239118,239995,240674,242357
436,23444,1,Allen,City,TX,TX,Dallas-Fort Worth-Arlington,Collin County,154883,155246,155786,156652,156907,155922,154712,153469,152473,151844,150710,150127,149801,149318,148303,146872,146295,146177,146554,146326,146236,146292,146852,147070,147185,147877,148991,151013,152456,154325,155414,156822,157891,158652,159268,159950,161220,162394,163767,164419,165602,166638,168302,170498,173221,176310,179280,182105,184123,185943,187229,189070,190365,191523,192783,193959,195113,196364,197649,198836,200385,202229,205064,207357,210304,213216,215802,218683,220979,223003,224002,225713,227755,230241,232216,233555,234969,236563,238488,237897,237571,237795,240700,243022,245986,247943,249229,250940,252449,254420,255622,257271,259167,260194,260872,261682,260742,260682,261818,264431,266181,266301,266911,270151,273329,275974,276548,277330,279172,280947,281840,282233,282935,284770,286626,286767,286852,287737,289957,292124,294300,296365,298754
471,54294,1,San Angelo,City,TX,TX,San Angelo,Tom Green County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71960,72267,72447,73166,74333,74976,74655,73418,72789,72588,72600,72152,71439,70594,69844,69046,67256,66420,66666,68213,68760,68665,68338,68580,69190,70076,71123,71527,72552,72804,73470,73943,74761,75718,76440,77416,78397,79305,80489,82297,84412,85668,85844,85313,85473,85733,86073,85328,84860,84668,84805,84667,84031,83987,84219,84748,84919,84930,84898,85393,85603,85583,85190,84771,84490,84092
485,45417,1,Georgetown,City,TX,TX,Austin-Round Rock,Williamson County,148713,148748,147859,146796,145583,145138,144057,143258,141980,140998,140106,138582,137247,135527,135848,136899,138652,140071,141488,142842,143948,145082,145623,146543,147527,148457,148580,148057,148009,147955,148271,147847,147191,146474,146578,147553,148830,149579,150070,150936,151562,151963,152577,154225,156254,158106,159473,160696,161635,163670,165880,167856,169121,170348,171214,172079,173329,175332,176994,178309,179787,180809,181697,182747,184638,186253,188042,189503,191388,192331,193648,194959,196162,197418,199248,201218,202883,204596,207319,209395,210854,211770,213309,214528,215785,217201,217956,218165,218425,220110,220922,222374,223485,226285,229404,231932,233583,233755,234408,236186,237959,239021,238302,237906,238002,239041,239212,240173,240305,241551,242511,243820,244882,245550,247770,249520,251164,251328,251835,252043,253308,254366,255478
500,47080,1,Pflugerville,City,TX,TX,Austin-Round Rock,Travis County,154284,153907,153584,153632,153650,153654,153271,152613,152113,151542,150717,150120,149456,148609,147941,147528,147132,146459,145877,145619,145326,145237,145481,145567,145979,146636,147465,147443,147338,147358,147800,148022,148611,148989,149044,149595,150447,151784,152777,154863,156830,158799,160116,161583,162746,163956,165636,167010,168047,168628,169565,170389,171390,172399,173427,174397,175814,177540,179024,180186,181379,182815,184212,185256,186624,188381,190914,193425,195205,196359,197453,199442,201828,203805,205325,206712,207948,208905,209809,210448,211689,213364,215320,216468,216664,217323,218626,220277,221311,221899,222205,223300,224951,226329,227560,228306,229518,230093,230801,231209,232301,234111,235842,237265,237406,238483,239080,240041,241007,242753,243765,244481,244735,245350,246214,247070,248662,249710,251267,253061,254944,256606,258821
590,53360,1,Missouri City,City,TX,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,132763,132929,133796,134115,134733,134870,134687,134422,133451,132484,131367,130730,130625,130150,128855,127427,126231,125694,126136,126567,127310,127165,127090,127029,126451,126609,127396,128947,129671,129262,128628,128098,127847,127834,127685,127512,127424,127555,127647,127874,128624,129601,130245,130857,131612,132997,134703,136049,138729,140789,142737,143225,143641,145214,146860,148357,149162,148663,149061,149784,150018,149961,149856,151361,152321,153185,154215,155674,157755,160971,162613,163541,162627,162444,162663,163661,165721,167100,167694,168599,169211,170107,170814,171991,174185,176677,178835,178924,178234,177830,178436,177991,177326,176491,177064,178043,178919,178729,178087,177916,178016,177952,177632,177914,178816,179216,178971,178222,178722,178932,180063,180880,182270,183218,183899,184352,184267,184368,184206,183986,182504,181470,179776
594,47379,1,Richmond,City,TX,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,80373,80015,79881,79884,80205,79876,79594,79085,78722,78127,77671,77557,78164,78843,78893,78542,78188,78213,78093,77811,77789,77940,77817,77801,77263,76902,76527,76950,76578,76436,76053,76302,76425,76544,76775,76631,76193,75686,75526,75438,76057,76518,77302,78274,79082,80262,81881,83542,85487,86531,87839,88292,88882,88954,88751,87624,86707,84977,83525,82585,82599,83401,83885,84660,84443,84698,85092,86110,87256,88794,89368,89018,87917,87069,86011,85713,86560,87975,89526,90600,91188,91050,90988,91260,92048,92844,94221,93791,93325,92118,90733,89985,89219,91038,92579,95225,96302,97612,98828,101135,102975,104365,105724,107088,108620,108722,109687,109929,110705,110447,110123,110394,110613,111428,112376,113035,113714,114204,114216,114159,114536,115663,116814
600,34308,1,Tomball,City,TX,TX,Houston-The Woodlands-Sugar Land,Harris County,100795,100446,101015,102807,104789,106624,106461,107611,108032,110180,111513,112455,112425,112371,111665,110520,109284,107949,107894,106643,106400,105103,104475,104227,104333,104707,104209,103333,102661,103289,104950,107428,108774,109423,110064,111494,113405,114718,116534,118187,120116,121371,121401,121316,121529,123083,123698,123342,122822,122692,123392,123429,122943,122704,123532,124084,124176,122817,123498,124861,126327,127187,127375,129328,131768,134070,135946,138032,141734,145837,148423,149392,149930,151764,154901,158033,160440,161885,162303,162940,161109,160295,159675,161827,164959,168290,172133,174224,176169,177341,179226,181355,184723,187741,190502,192342,191961,188774,183208,179615,178781,179779,181393,180590,182064,181961,182604,180956,181471,183697,187019,189568,190911,191103,190676,191967,191266,191674,191588,193156,193700,193990,194292
